,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,love,hurt,goodbye,friend,hopeless,memory,play,sad
832,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4.576,0,448.500832,79,13,0.093,0,17,160,G#,Minor,80,74,60,8,0,14,26,0.9141197,0.9499291,0.90424466,1.0259492,0.9173594,0.93207246,0.87657726,0.95738995
833,Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2.313,0,136.676504,34,0,0.029,0,0,120,G,Major,88,15,56,1,0,8,6,0.93323123,0.9467854,0.9090022,0.8990861,0.8933657,0.8811594,0.86451936,0.88919306
834,Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3.983,0,190.625045,73,45,0.119,0,0,100,B,Minor,82,76,70,16,0,8,5,0.79226744,0.8712054,0.92587006,0.8347528,0.905251,0.89907575,0.76435375,0.94036305
835,Born Singer,BTS,1,2022,6,10,0.279,0,79.09527,0,18,0.006,0,0,158,G#,Minor,60,68,84,4,0,24,11,0.86903715,0.75505483,0.9103152,0.83456427,0.8450743,0.88424194,0.777223,0.729849
836,Little Freak,Harry Styles,1,2022,5,20,2.302,0,273.194684,20,3,0.039,0,0,142,D#,Major,56,40,54,72,0,10,4,0.7817485,0.8268196,0.8262862,0.6718657,0.79508704,0.775522,0.80568415,0.84509534
837,La Llevo Al Cielo (Ft. Ñengo Flow),"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3.559,3,333.146475,36,1,0.031,0,,170,A,Minor,80,77,85,11,0,17,14,0.85679424,0.95943356,0.9529314,0.97141206,0.9186374,0.98010653,0.91754115,0.9674389
838,True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2.129,0,194.902696,23,1,0.044,1,0,84,F,Minor,71,39,86,2,0,51,25,0.34417778,0.8142473,0.7188536,0.6634865,0.82399774,0.7947582,0.8397409,0.78003013
839,Satellite,Harry Styles,1,2022,5,20,3.291,5,311.482393,43,28,0.079,0,208,139,,Major,58,30,46,14,0,9,3,0.8435277,0.85211194,0.8336969,0.8042333,0.7972626,0.78300834,0.8186301,0.7756278
840,Pass The Dutchie,Musical Youth,1,1982,1,1,5.328,0,195.918494,54,76,0.9,0,0,151,G,Major,73,88,67,20,0,32,5,0.89191985,0.89446855,0.8647647,0.88265365,0.92307216,1.0524573,0.88366646,0.9095623
841,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1.401,0,248.511839,26,16,0.017,0,1,128,C#,Minor,82,42,75,6,0,63,6,1.0292891,0.96986645,0.9763818,1.0178933,1.0227028,0.9559106,0.8991784,0.97306126
842,Love Of My Life,Harry Styles,1,2022,5,20,1.933,0,233.671263,13,2,0.031,0,0,118,G,Major,56,20,54,67,0,6,5,0.41932094,0.8662686,0.75810987,0.7119933,0.8626529,0.80679095,0.8743768,0.8570941
843,Grapejuice,Harry Styles,1,2022,5,20,1.986,0,199.587884,7,1,0.015,0,0,183,F,Major,65,88,72,36,14,20,3,0.7869113,0.87605923,0.8178272,0.74513113,0.84381175,0.711818,0.7830966,0.80111647
844,So Good,Halsey,1,2022,6,9,1.057,0,91.781263,51,14,0.019,0,0,83,D#,Minor,63,29,62,4,0,18,4,0.6853932,0.7353807,0.6170592,0.6761975,0.7908242,0.7832846,0.78799003,0.71819985
845,Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5.115,13,383.835984,109,38,0.301,1,33,122,C#,Major,85,42,80,6,0,17,14,0.84390587,0.8465228,0.9353243,0.891198,0.94936055,0.9009337,0.76444006,0.8333477
846,Keep Driving,Harry Styles,1,2022,5,20,2.094,1,236.060709,8,1,0.018,0,0,165,A,Major,72,90,48,32,0,18,23,0.7410184,0.84433943,0.8260108,0.8480996,0.88898,0.76171553,0.6903257,0.9026731
847,Cinema,Harry Styles,1,2022,5,20,2.171,0,189.236868,18,1,0.028,0,0,106,A,Minor,83,90,64,35,5,9,4,0.6667993,0.7043064,0.86286396,0.6927042,0.78753525,0.63322353,0.59949374,0.72205
848,Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,0.896,0,160.845341,19,0,0.015,0,0,77,B,Major,81,68,58,83,0,11,34,0.83962405,0.8684912,0.827676,0.80051017,0.8312433,0.8880618,0.7826368,0.87672246
849,Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5.148,0,588.955257,90,22,0.365,0,114,91,G#,Major,57,30,89,10,0,33,8,0.61946106,0.78637624,1.0144031,0.88821316,0.9738121,0.90839815,0.93545324,0.8427253
850,Hold My Hand,Lady Gaga,1,2022,5,3,2.528,0,238.350348,63,8,0.27,2,105,148,G,Major,51,21,63,5,0,41,3,0.708446,0.7915208,0.7769269,0.7373624,0.8860857,0.7799343,0.79812044,0.8591447
851,Daydreaming,Harry Styles,1,2022,5,20,1.9,1,187.703102,15,1,0.023,0,0,114,E,Minor,71,90,81,31,2,13,3,0.66582876,0.8189939,0.73075545,0.8264703,0.66495967,0.7071341,0.7491579,0.7312983
852,Numb,"Marshmello, Khalid",2,2022,6,10,3.879,2,295.307001,107,76,0.086,1,9,120,,Minor,91,63,77,12,1,10,5,0.72086275,0.6708474,0.8138716,0.73839504,0.7245105,0.5964065,0.6624981,0.70455873
853,Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,0.896,0,138.334433,0,0,0.002,0,0,92,F#,Major,83,56,82,10,0,9,5,0.8546101,0.8436224,0.87824094,0.8712596,0.89253473,0.8882816,0.7643274,0.9005011
854,Me and Your Mama,Childish Gambino,1,2016,11,10,8.775,0,445.590495,33,60,0.107,1,0,118,F,Major,56,25,45,1,3,7,3,0.78520894,0.8225727,0.8961797,0.7574845,0.8918082,0.7273903,0.84614444,0.81322
855,Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5.29,0,286.739476,139,73,0.142,0,5,123,E,Minor,60,46,71,3,0,16,4,0.58083665,0.9044943,0.9347794,0.8320899,0.8825649,0.9136221,0.8983017,0.8965791
856,SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10.211,0,1122.364376,38,79,0.065,0,1,89,D#,Major,52,28,48,54,1,19,3,0.9054341,0.96074766,1.020066,0.9953122,0.9798737,0.9925481,0.9545508,0.91647506
857,Antes de Perderte,Duki,1,2022,6,2,0.584,8,157.13697,12,1,0.008,0,1,110,F,Minor,81,61,93,49,0,12,11,0.77733016,0.7353964,0.7414168,0.80081135,0.7369888,0.847703,0.83532465,0.8298254
858,Boyfriends,Harry Styles,1,2022,5,20,1.517,0,137.070925,26,2,0.03,0,0,118,,Major,42,32,20,94,0,11,4,0.5174244,0.77418303,0.6764405,0.4069965,0.7654672,0.76554346,0.76956826,0.7416257
859,295,Sidhu Moose Wala,1,2021,5,15,0.246,4,183.273246,4,106,0.0,0,7,90,B,Minor,68,54,76,21,0,11,20,0.7125307,0.72294706,0.8033499,0.7066065,0.7028435,0.7473366,0.6763872,0.65364766
860,Tak Ingin Usai,Keisya Levronka,1,2022,5,13,0.22,4,184.80763,16,5,0.0,0,6,130,,Major,49,14,40,82,0,11,3,0.7314598,0.8272668,0.8173357,0.8179133,0.5975565,0.8379194,0.8778194,0.81260705
861,En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,0.514,0,164.856284,5,36,0.001,0,0,154,F#,Minor,70,97,62,47,0,10,4,0.9484991,0.97211033,0.9996947,0.9305553,0.9438217,1.0449928,0.93076354,0.96987975
862,Master of Puppets (Remastered),Metallica,1,1986,3,3,6.08,0,704.171068,112,198,0.406,1,0,105,E,Minor,54,59,83,0,44,20,4,0.96369123,1.0137225,1.0208452,0.96477836,0.99480385,0.8528184,0.8756032,0.9933381
863,BREAK MY SOUL,Beyoncé,1,2022,6,21,9.724,0,354.614964,222,61,0.259,14,,115,C#,Minor,70,87,88,4,0,26,8,0.76306295,0.7341914,0.7726823,0.76968116,0.94248074,0.80178314,0.82438004,0.8331228
864,ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2.341,0,279.717388,37,2,0.038,2,0,110,C#,Major,91,59,82,8,0,6,8,0.9181298,1.0096647,0.90280515,0.9545289,0.98593575,0.8397584,0.87691045,0.96910423
865,Massive,Drake,1,2022,6,17,5.263,0,195.628667,66,89,0.061,0,11,125,E,Minor,51,5,68,12,2,15,6,0.7523552,0.75316966,0.8349557,0.80008924,0.73419183,0.6503206,0.7293035,0.65897477
866,Betty (Get Money),Yung Gravy,1,2022,6,10,2.402,0,221.752937,45,2,0.026,0,1,102,C#,Major,73,62,75,0,0,34,8,0.7479156,0.7606293,0.8374543,0.7360691,0.8806265,0.81001276,0.7950415,0.81593025
867,Ojos Marrones,Lasso,1,2022,2,6,0.795,11,263.28037,26,18,0.015,1,4,120,G#,Minor,81,72,65,4,0,14,4,0.8625189,0.7895012,0.93169254,0.85182,0.84036523,0.8184153,0.9067521,0.7432939
868,POP!,Nayeon,1,2022,6,24,0.571,0,213.505179,19,21,0.014,0,2,97,D,Major,80,36,86,4,0,3,5,0.7166761,0.7994853,0.8338928,0.70070755,0.8798051,0.8076042,0.65579927,0.76746166
869,Layla,DJ Robin x Schürze,2,2022,3,24,0.832,3,130.419412,18,124,0.024,1,,140,F,Minor,44,41,92,0,0,44,7,0.5630933,0.69140464,0.69821656,0.70123845,0.75444317,0.7172608,0.5800812,0.7401858
870,MORE,j-hope,1,2022,7,1,0.565,0,155.795783,6,52,0.011,0,0,97,D,Major,78,31,72,1,0,11,4,0.70768666,0.7381524,0.7789236,0.69240385,0.84320176,0.70797336,0.66924584,0.7339235
871,Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41.231,1,1553.497987,228,151,6.72,3,99,125,F#,Major,45,67,90,9,11,10,5,0.7602028,0.8995466,0.9059666,0.7750993,0.89945185,0.8650818,0.92803353,0.8847079
872,Last Last,Burna Boy,1,2022,5,12,4.526,12,293.466523,156,275,0.15,3,128,88,D#,Minor,80,55,56,13,0,8,9,0.7380146,0.8346723,0.6811422,0.70716286,0.7777575,0.77375394,0.7909924,0.71736217
873,SNAP,Rosa Linn,1,2022,3,19,1.818,0,711.366595,3,0,0.063,0,353,170,,Major,56,52,64,11,0,45,7,0.7766431,0.7884834,0.85664946,0.7465408,0.7852851,0.7431487,0.7755942,0.7514833
874,Sticky,Drake,1,2022,6,17,2.814,0,191.448892,38,105,0.025,0,2,137,A#,Minor,88,8,49,9,0,9,14,0.7733267,0.7458646,0.8101427,0.71550655,0.7399137,0.69808626,0.7352622,0.6475426
875,Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1.601,0,85.924992,11,0,0.002,0,0,157,A,Major,88,52,69,0,0,8,23,0.81532764,0.8369221,0.88888675,0.8543484,1.0223294,0.9116926,0.8435887,0.90283847
876,Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,0.894,4,176.103902,28,0,0.054,0,0,130,F#,Major,95,83,57,54,0,10,25,0.6961273,0.7370434,0.8062811,0.7301767,0.805305,0.85306346,0.77134573,0.73461443
877,La Loto,"Anitta, Tini, Becky G",3,2022,7,6,0.945,0,121.189256,49,3,0.057,0,0,90,C#,Major,85,80,83,10,0,8,11,0.6212208,0.79852146,0.7633141,0.7311186,0.78132087,0.7362504,0.6185136,0.77601767
878,die first,Nessa Barrett,1,2022,6,24,0.767,0,131.746175,25,0,0.022,0,0,183,G#,Minor,44,44,67,7,0,12,13,0.60050726,0.5359763,0.57165045,0.6297728,0.6468118,0.69974065,0.62058616,0.5884763
879,Afraid To Feel,LF System,1,2022,5,2,5.898,5,244.790012,129,55,0.128,0,101,128,C#,Major,58,68,91,2,0,27,11,0.6597216,0.63484865,0.8600001,0.78390265,0.7005337,0.78690684,0.8270898,0.71441305
880,Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,0.685,2,129.314708,17,0,0.024,0,30,130,D#,Minor,71,78,40,46,0,7,45,0.809513,0.8385453,0.87809914,0.91085106,0.8786258,0.8456409,0.7717193,0.83472365
881,cómo dormiste?,Rels B,1,2022,8,4,1.452,35,331.511413,16,15,0.02,0,,126,C#,Major,63,56,43,24,0,12,23,0.7389177,0.7214797,0.7564031,0.751462,0.73762906,0.72185516,0.7515905,0.71828216
882,Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1.456,0,219.196651,53,2,0.033,0,0,120,,Major,77,94,87,2,0,23,12,0.911733,0.8611005,0.8625487,0.86438084,0.89591116,0.95166725,0.91245633,0.7861832
883,STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2.107,0,170.732845,51,1,0.05,0,0,130,E,Minor,72,18,46,7,0,28,8,0.7829835,0.93996996,0.83402526,0.86548734,0.86483175,0.9255714,0.7791045,0.91718507
884,Caile,Luar La L,1,2020,12,18,1.494,2,273.914335,17,12,0.015,0,0,122,,Major,70,46,76,30,0,9,45,0.7001821,0.65786594,0.7986871,0.6696339,0.737382,0.74072516,0.5911734,0.6744697
885,Si Te La Encuentras Por Ahí,Feid,1,2022,8,5,1.379,4,179.06144,23,10,0.018,0,,172,G#,Minor,74,46,58,15,0,13,8,0.87927777,0.92466754,1.0051011,0.9076898,0.99895483,0.9359742,0.9573504,0.9535253
886,GIVENCHY,Duki,1,2022,7,20,0.625,4,185.236961,13,18,0.012,0,0,103,G#,Major,61,38,62,14,0,23,40,0.73935914,0.84268594,0.7967175,0.76637655,0.8216925,0.79160583,0.82800823,0.8003266
887,ALIEN SUPERSTAR,Beyoncé,1,2022,7,29,2.688,0,171.788484,39,47,0.036,0,,122,A#,Minor,55,46,64,0,0,17,10,0.9606079,0.9783015,0.9639388,0.8376637,0.880771,0.8671369,0.8688792,1.0161508
888,Mary On A Cross,Ghost,1,2019,9,13,2.668,2,387.080183,38,266,0.078,0,141,130,B,Major,47,56,90,0,0,10,4,0.80581534,0.81572723,0.92208,0.86762404,0.8891944,0.87835824,0.94289863,0.80113024
889,Attention,NewJeans,1,2022,8,1,0.799,12,264.71748,14,141,0.009,0,1,105,A#,Minor,81,70,65,24,0,8,4,0.636715,0.7096082,0.7223238,0.6793694,0.78503865,0.5438721,0.71854234,0.67452204
890,THE SHADE,Rex Orange County,1,2022,3,11,1.189,6,244.928911,17,10,0.016,0,4,120,F,Major,90,73,51,39,0,9,6,0.6510792,0.6501716,0.7685093,0.63978314,0.8073714,0.7099437,0.6757519,0.67851675
891,"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,0.367,0,97.610446,28,67,0.195,0,0,145,G,Major,56,43,53,24,0,12,4,0.8393701,0.916545,0.8947065,0.921612,0.87836725,0.96705115,0.93584067,0.88080895
892,El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,0.527,4,287.278853,10,43,0.003,1,0,99,G,Minor,79,64,59,28,0,11,14,0.7721394,0.8089142,0.8007462,0.7730016,0.80381465,0.63633215,0.81075156,0.82764685
893,Heartless,Kanye West,1,2008,1,1,17.504,34,887.906111,63,39,1.315,0,2,88,A#,Minor,79,66,65,5,0,25,14,0.6909536,0.6991116,0.75511086,0.7294024,0.36364126,0.69935894,0.8289873,0.57695293
894,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3.113,0,123.47312,54,6,0.124,1,0,126,A,Major,81,90,73,28,0,29,4,0.8913191,0.91563827,0.88516176,0.88995695,0.9027425,0.8598865,0.8394325,0.92125267
895,Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,0.685,5,295.152154,15,79,0.004,2,0,136,,Major,77,71,75,33,1,13,4,0.84814465,0.8977584,0.84792614,0.8479842,0.72293144,0.8141333,0.91786605,0.8363846
896,JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,0.782,9,323.455692,15,33,0.006,1,0,113,G#,Major,70,97,59,55,0,27,12,0.8569977,0.86695707,0.938949,0.849533,0.91337126,0.80710965,0.8111187,0.8686998
897,Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2.442,0,240.918092,81,4,0.248,1,6,132,B,Major,82,49,88,20,0,21,3,0.7943069,0.73923594,0.8377437,0.8055955,0.6400939,0.7702653,0.81663924,0.7408729
898,Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1.112,4,191.873381,22,2,0.065,1,3,135,G#,Major,77,74,74,47,0,34,8,0.7114388,0.7127141,0.83552927,0.6433741,0.7517136,0.76722395,0.625637,0.71758366
899,Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4.967,0,284.216603,165,10,0.177,4,73,126,,Major,67,49,77,11,0,19,11,0.75528526,0.84952295,0.8411945,0.759545,0.9687032,0.8161439,0.86608726,0.8976677
900,Forget Me,Lewis Capaldi,1,2022,9,9,2.52,4,239.411309,93,95,0.084,9,202,102,C#,Minor,67,72,74,30,0,36,4,0.67386997,0.75675714,0.66833234,0.6880809,0.78779554,0.49683517,0.7569969,0.79252005
901,After LIKE,IVE,1,2022,8,22,0.767,12,265.548837,20,129,0.011,0,12,125,,Major,68,80,92,10,0,9,12,0.5956242,0.8464489,0.7707245,0.7586762,0.80672187,0.81570524,0.8022376,0.8504624
902,Bound 2,Kanye West,1,2013,1,1,19.806,7,703.301727,33,11,0.274,0,0,149,C#,Major,37,28,66,14,0,9,5,0.70233727,0.7181233,0.8174125,0.67492867,0.7610166,0.7847098,0.74679095,0.7462534
903,B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,5.153,6,244.585109,102,53,0.113,12,0,137,,Major,74,71,89,24,61,15,5,0.9327483,0.80648977,0.9223565,0.92172515,0.95727617,0.92679656,0.901379,0.87546533
904,Talk that Talk,TWICE,1,2022,8,26,0.615,0,189.476119,14,77,0.015,1,2,120,D#,Minor,77,78,91,14,0,33,12,0.8499719,0.90840274,0.7853692,0.84158605,0.9709775,0.9033151,0.7715241,0.8876245
905,BILLIE EILISH.,Armani White,1,2022,1,20,2.537,0,277.132266,49,1,0.067,11,1,100,C#,Major,90,75,50,11,0,9,26,0.8423685,0.9126077,0.89924604,0.89333224,0.89188087,0.9344328,0.8805711,0.926724
906,Ferxxo 100,Feid,1,2022,6,3,1.647,30,278.920007,20,49,0.023,2,2,164,G#,Minor,70,58,57,25,0,15,7,0.7719926,0.77347124,0.8113054,0.6771332,0.790733,0.7862408,0.74593747,0.80825394
907,KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2.019,8,222.410722,117,72,0.107,1,7,93,A#,Minor,65,79,66,31,0,22,7,0.89726084,0.9808163,0.98622066,0.97868943,1.0239357,1.0777874,0.8647156,1.0049781
908,Prohibidox,Feid,1,2022,9,13,1.473,12,185.392587,25,36,0.025,1,0,180,C#,Minor,65,52,80,5,0,6,25,0.7954677,0.8172548,0.77174544,0.70798844,0.74083424,0.8286942,0.7387893,0.8272671
909,Static,Steve Lacy,1,2022,7,15,1.613,0,202.45286,21,15,0.013,0,0,79,C#,Major,34,22,31,43,63,10,7,0.8359404,0.8065183,0.87386173,0.75920963,0.7215469,0.67856187,0.75058603,0.70057684
910,The Scientist,Coldplay,1,2002,8,5,30.992,6,1608.164312,124,25,7.827,1,0,146,F,Major,56,21,44,73,0,11,2,0.7933768,0.8376584,0.85607755,0.6534906,0.80532855,0.7577008,0.8334756,0.8455689
911,Sparks,Coldplay,1,2000,7,10,10.826,4,624.101957,24,0,0.805,0,0,103,C#,Major,37,17,27,75,5,10,3,0.7457619,0.7911333,0.86667645,0.7521151,0.79474854,0.72120285,0.7282598,0.79163253
912,Talk,YEAT,1,2022,9,2,0.92,0,148.461629,10,1,0.008,0,0,140,E,Minor,70,26,76,8,0,54,23,0.6693498,0.72521645,0.63672334,0.60229135,0.8135038,0.6827585,0.5494271,0.70552427
913,XQ Te Pones Así,"Yandel, Feid",2,2022,9,13,0.308,0,47.093942,6,1,0.006,0,,92,A#,Major,81,48,70,13,0,15,7,0.8586184,0.9183597,0.92336607,0.8777177,1.0084739,0.9382774,0.85733753,0.92968386
914,Selfish,PnB Rock,1,2016,6,23,2.468,0,380.319238,15,0,0.0,0,0,102,C#,Minor,64,4,60,11,0,19,4,0.68738556,0.7555233,0.75583994,0.6801187,0.5852262,0.75034773,0.7765974,0.654943
915,SIN SEÑAL,"Ovy On The Drums, Quevedo",2,2022,7,22,1.097,2,209.106362,18,10,0.013,1,,118,B,Minor,82,75,85,33,1,11,4,0.73374355,0.7456384,0.7454976,0.74008596,0.49428284,0.7618881,0.690419,0.7312859
916,Lady Mi Amor,Feid,1,2022,9,13,0.33,0,53.987404,3,0,0.002,0,0,93,D,Major,78,75,62,6,0,15,6,0.46338183,0.8510124,0.7818419,0.70402336,0.87709343,0.7528551,0.83917475,0.8384581
917,Poland,Lil Yachty,1,2022,6,23,1.584,0,115.331792,38,0,0.024,0,0,150,F,Minor,70,26,56,14,83,11,5,0.61904836,0.69225264,0.7699778,0.69895416,0.7557926,0.7257912,0.65688086,0.669276
918,THE LONELIEST,Måneskin,1,2022,10,7,1.585,5,225.093344,78,65,0.328,1,,130,D,Major,52,24,60,0,0,8,3,0.6419016,0.8035046,0.78762233,0.72176176,0.7060283,0.73325634,0.7342702,0.7612457
919,Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,0.766,0,84.697729,16,0,0.009,0,0,83,D#,Minor,65,24,53,6,0,51,4,0.7048242,0.82082665,0.2907428,0.6306497,0.82037705,0.8645103,0.8251301,0.7265563
920,BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,0.836,0,159.240673,14,1,0.013,0,0,102,A,Major,84,43,75,5,0,6,8,0.6660454,0.7586537,0.801527,0.699187,0.78649294,0.7888596,0.77553177,0.7882564
921,Nxde,(G)I-DLE,1,2022,10,17,0.43,6,170.709584,14,116,0.009,0,11,136,E,Minor,73,65,91,4,0,48,18,0.8264076,0.776073,0.9012359,0.74237114,0.73479515,0.7396205,0.75654364,0.7841602
922,Miss You,Southstar,1,1982,5,16,2.02,0,154.356956,77,10,0.119,0,40,145,A,Major,66,24,58,17,0,19,5,0.64291394,0.73048544,0.5942353,0.6771718,0.7084057,0.68079644,0.79193485,0.6853102
923,we fell in love in october,girl in red,1,2018,11,21,6.858,0,723.043854,31,21,0.015,0,4,130,G,Major,57,24,37,11,18,16,3,0.57148695,0.8351195,0.83181345,0.78692895,0.7760324,0.89948267,0.8868362,0.7923778
924,2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3.682,6,247.689123,41,0,0.158,2,68,156,G,Major,72,92,77,9,0,8,11,0.63945585,0.83688337,0.8602694,0.7503374,0.81073165,0.8613997,0.8156017,0.82965475
925,Celestial,Ed Sheeran,1,2022,9,29,1.639,0,176.474912,86,14,0.08,0,37,123,D,Major,57,50,85,5,0,16,4,0.69436216,0.8066289,0.7508785,0.78019166,0.6189178,0.7521477,0.7606676,0.6546372
926,Typa Girl,BLACKPINK,1,2022,9,16,0.452,10,235.549288,2,129,0.013,0,1,132,G,Major,92,53,62,7,0,63,10,0.7154572,0.79418826,0.8786999,0.66750133,0.8189516,0.83991265,0.74406374,0.8605596
927,I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,0.668,1,140.430339,0,0,0.031,0,,125,D#,Minor,49,13,74,0,0,9,4,0.8014837,0.9016635,0.9142999,0.8916558,0.9148281,0.89683366,0.91952455,0.8467792
928,California Breeze,Lil Baby,1,2022,10,14,0.991,0,85.559365,36,38,0.013,0,3,162,F,Minor,74,22,67,0,0,11,46,0.81026375,0.88694674,0.8796331,0.8927527,0.88850677,0.891783,1.0047524,0.88237816
929,Bamba (feat. Aitch & BIA),"Luciano, Aitch, BIA",3,2022,9,22,0.869,7,146.223492,14,12,0.012,2,,138,A#,Major,80,82,81,14,0,13,36,0.8584941,0.881125,0.9085907,0.8269072,0.9641989,0.836356,0.8215721,0.9689274
930,Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,0.648,4,187.701588,0,0,0.03,0,0,161,A#,Minor,59,62,60,12,0,5,44,0.90869796,0.9625737,1.0285679,1.0007155,0.9801795,0.9448488,0.9045487,0.9274618
931,Major Distribution,"Drake, 21 Savage",2,2022,11,4,1.545,0,154.863153,22,7,0.015,0,0,131,G#,Minor,91,23,55,1,0,7,32,0.8435069,0.9356045,0.94574517,0.98192704,0.9943452,0.858299,0.86506236,0.9736139
932,Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,1.93,0,191.333656,24,8,0.017,0,1,122,E,Minor,75,45,63,6,0,35,12,0.89728737,0.9793044,0.97070897,0.9332394,0.9837045,0.99277955,0.92591816,0.9597496
933,Vigilante Shit,Taylor Swift,1,2022,10,21,1.948,0,253.65085,12,9,0.016,0,0,80,E,Minor,80,16,28,17,0,12,39,0.94028836,0.857781,0.86421394,0.87867576,0.8646499,0.91184795,0.9882351,0.8729966
934,Question...?,Taylor Swift,1,2022,10,21,1.608,0,223.064273,10,3,0.012,0,0,109,G,Major,75,11,50,20,0,30,17,0.68743515,0.74366724,0.8410358,0.6270168,0.7736905,0.7120633,0.69414854,0.70916516
935,On BS,"Drake, 21 Savage",2,2022,11,4,1.338,0,170.413877,9,20,0.007,0,0,158,A,Major,84,33,36,2,0,39,59,0.83515507,0.82076496,0.8084307,0.84111196,0.8673878,0.8719572,0.82693136,0.79566514
936,Mastermind,Taylor Swift,1,2022,10,21,1.936,0,218.320587,7,5,0.013,0,0,126,E,Major,66,12,35,55,0,9,14,0.7415863,0.88501364,0.85206354,0.71928966,0.7850584,0.6152562,0.7743048,0.84932894
937,Circo Loco,"Drake, 21 Savage",2,2022,11,4,1.794,0,141.720999,26,9,0.017,0,3,104,C#,Major,73,25,61,1,0,32,7,0.7609686,0.8726505,0.87464154,0.8146934,0.91498274,0.87336314,0.76820946,0.8611623
938,Labyrinth,Taylor Swift,1,2022,10,21,1.597,0,187.339835,6,3,0.015,0,0,110,,Major,48,15,31,80,22,12,4,0.7113161,0.8981836,0.85674775,0.84209514,0.7952848,0.7454311,0.73754525,0.8749588
939,Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1.652,2,198.365537,26,52,0.01,0,95,130,G,Major,77,20,70,1,0,16,5,0.9347405,0.9636532,0.9537464,0.9015528,1.0136282,0.97372764,0.84388703,1.0329671
940,Sweet Nothing,Taylor Swift,1,2022,10,21,1.747,0,186.10431,9,6,0.013,0,2,177,,Major,34,39,16,97,0,12,5,0.64854693,0.85388154,0.7244384,0.72636676,0.6545601,0.76958495,0.8838454,0.7570035
941,"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1.715,0,177.503916,4,5,0.008,0,0,158,G,Major,48,55,84,43,0,15,12,0.7724044,0.8377414,0.9227583,0.7991805,0.8448094,0.8378978,0.78547144,0.8358373
942,Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,0.486,0,71.095708,8,1,0.007,0,0,114,D,Minor,62,25,44,51,33,14,3,0.79339236,0.84294266,0.8146678,0.82127416,0.9186775,0.8541372,0.8695954,0.84998214
