,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,love,hurt,goodbye,friend,hopeless,memory,play,sad
111,Tak Segampang Itu,Anggi Marito,1,2022,12,2,0.213,6,179.659294,7,6,0.0,0,48,130,F,Major,51,18,44,76,0,11,3,0.86561316,0.8334023,0.89192414,0.8265458,0.61009526,0.8456222,0.88102084,0.774323
112,LAGUNAS,"Jasiel Nuñez, Peso Pluma",2,2023,6,22,0.058,18,39.058561,2,106,0.004,2,,116,B,Major,77,79,62,33,1,15,3,0.64274347,0.78565764,0.7512681,0.6792145,0.7978249,0.7291678,0.6524354,0.7393934
113,Mine (Taylor's Version),Taylor Swift,1,2023,7,7,0.099,15,36.912123,21,52,0.006,1,0,121,G,Major,65,49,78,0,0,17,4,0.8797881,0.9042273,0.9833472,0.8672935,0.9250302,0.8268308,0.8187354,0.8547611
114,Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41.751,25,1205.951614,101,32,2.655,0,666,112,G,Major,64,54,81,36,0,11,6,0.84295017,0.917592,1.0018486,0.9418279,0.9251287,0.94826216,0.905742,0.96971434
115,No Role Modelz,J. Cole,1,2014,12,9,21.164,36,1791.00057,80,65,0.476,0,14,100,A#,Minor,70,47,52,30,0,6,33,0.8910065,1.0173669,0.9688227,0.9486364,0.6907261,0.93001974,0.80456924,0.95106924
116,Tattoo,Loreen,1,2023,2,25,2.988,59,201.660859,74,102,0.145,18,925,150,D#,Minor,55,30,78,24,0,12,8,0.666875,0.67762625,0.7635591,0.7709642,0.84540284,0.78676844,0.7755798,0.7852335
117,Rara Vez,"Taiu, Milo j",2,2023,2,8,0.893,38,248.088961,19,23,0.024,3,88,120,F,Minor,84,96,71,18,0,34,17,0.716506,0.7406899,0.73935395,0.71506613,0.6507158,0.740626,0.77593243,0.6785583
118,VAGABUNDO,"Sebastián Yatra, Manuel Turizo, Beéle",3,2023,5,12,1.094,34,90.839753,40,58,0.047,8,,127,B,Minor,82,89,85,4,0,23,6,0.64982903,0.7211324,0.7068165,0.6316971,0.6923164,0.7763394,0.702084,0.6737672
119,august,Taylor Swift,1,2020,7,24,7.324,22,607.123776,25,81,0.061,1,44,90,F,Major,51,42,61,53,0,9,3,0.56515694,0.65500057,0.6454389,0.58410364,0.6404151,0.6644155,0.60214883,0.57014084
120,LUNA,"Junior H, Peso Pluma",2,2023,6,22,0.201,11,55.842345,19,117,0.008,1,74,128,A,Minor,75,79,63,33,0,15,4,0.62129605,0.79542255,0.76711637,0.71434784,0.7939763,0.7309034,0.64523757,0.74759704
121,Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2023,3,10,5.12,48,211.050784,161,115,0.246,9,638,143,A,Major,64,31,87,4,4,8,4,0.839061,0.9039276,0.8651901,0.9272028,0.88399065,0.9054102,0.82720447,0.91817963
122,Nonsense,Sabrina Carpenter,1,2022,7,15,2.346,27,342.897938,69,12,0.038,8,64,139,G#,Major,74,68,68,3,0,26,4,0.75598544,0.7801054,0.7105457,0.7444926,0.56365204,0.7196512,0.7489338,0.71843266
123,Que Vuelvas,"Carin Leon, Grupo Frontera",2,2022,12,9,0.763,26,0.002762,21,110,0.021,9,71,162,A#,Major,49,78,64,19,0,11,4,0.7498034,0.77102804,0.72451115,0.73986727,0.7653519,0.76177245,0.7674457,0.79384583
124,Por las Noches,Peso Pluma,1,2021,6,11,0.457,24,330.346424,8,116,0.004,3,2,92,,Major,81,39,60,31,0,7,3,0.7213826,0.7634257,0.7644989,0.78480375,0.7376374,0.79549366,0.7242062,0.76163036
125,Feliz Cumpleaños Ferxxo,Feid,1,2022,8,19,3.43,38,601.863821,45,69,0.052,4,,95,F,Major,87,57,55,10,0,29,7,0.8027015,0.86520565,0.750057,0.81070197,0.84968174,0.86797667,0.8955795,0.8731265
126,Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6.074,52,1953.533826,201,44,6.551,2,0,146,D,Major,63,88,93,3,0,10,8,0.86637527,0.9013042,0.9425957,0.9433783,0.83272946,0.9604004,0.8340936,0.9367981
127,Watermelon Sugar,Harry Styles,1,2019,11,17,21.915,34,2322.580122,437,115,1.212,12,,95,,Major,55,56,82,12,0,34,5,0.9211327,0.9895222,0.99238753,0.91230965,0.99211466,0.77169424,1.0059875,0.87728995
128,lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,15.032,30,2355.719893,221,96,1.078,2,136,115,E,Minor,35,12,30,93,0,10,3,0.7479409,0.92812634,0.8026693,0.833692,0.8570491,0.8603059,0.8767012,0.83825505
129,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,0.871,32,66.902503,25,59,0.032,5,88,128,B,Major,78,59,65,10,0,26,5,0.9700604,0.934511,0.9450873,0.9992635,0.99684614,0.93850774,0.86404824,0.89418685
130,Queencard,(G)I-DLE,1,2023,5,15,0.451,33,96.273746,10,126,0.007,0,148,130,E,Minor,82,69,83,3,0,27,5,0.71935606,0.8382211,0.8424264,0.7204104,0.8026218,0.7402142,0.7722235,0.8118717
131,OMG,NewJeans,1,2023,1,2,1.783,27,430.977451,26,124,0.015,1,22,127,A,Minor,80,74,77,36,0,11,4,0.7344488,0.7599181,0.7676213,0.67239606,0.78652704,0.7002084,0.73047054,0.7624919
132,Radio,Lana Del Rey,1,2011,1,1,9.389,46,284.819874,24,122,0.282,3,368,150,D,Major,42,20,86,21,0,9,9,0.6517906,0.7415833,0.7619474,0.69004905,0.7820579,0.72188926,0.57354057,0.71208584
133,"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5.724,44,721.975598,119,108,0.254,29,22,122,D,Minor,78,50,63,27,0,9,5,1.0413373,0.9463675,0.9384516,0.9973935,1.0366489,0.8224215,0.8824603,0.9040068
134,505,Arctic Monkeys,1,2007,4,20,13.985,25,1217.12071,30,80,0.588,1,1,140,,Major,52,20,85,0,0,7,5,0.7486643,0.69592386,0.7861854,0.6884295,0.75981045,0.7578361,0.6638115,0.70227396
135,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,2023,6,2,1.051,16,109.276132,31,37,0.031,0,189,140,,Major,63,22,54,46,0,12,8,0.9868869,0.9324591,0.93803525,0.9116755,0.89062166,0.9647734,0.9333282,1.0114329
136,Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1.682,46,276.259178,24,90,0.03,1,176,119,C#,Minor,75,48,53,18,0,18,34,0.9072069,0.90324074,0.9183648,0.85382605,0.9142071,0.90287876,0.86324084,0.8710001
137,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,0.182,8,54.225632,3,88,0.001,0,52,110,G,Minor,76,96,72,32,0,9,4,0.85332674,0.8495812,0.7613098,0.8835922,0.8689089,0.97332287,0.91908836,0.8857063
138,Perfect,Ed Sheeran,1,2017,1,1,16.596,13,2559.529074,7,0,2.094,0,0,95,G#,Major,60,17,45,16,0,11,2,0.65429175,0.785599,0.66402686,0.66576934,0.66863537,0.73214304,0.6946759,0.7377472
139,Romantic Homicide,d4vd,1,2022,7,20,2.335,23,681.583126,82,55,0.05,0,9,132,F#,Major,56,20,55,45,1,32,3,0.63554394,0.9232296,0.91301924,0.8688893,0.89108324,0.8856991,0.96086645,0.9107278
140,Believer,Imagine Dragons,1,2017,1,31,18.986,23,2594.040133,250,121,2.969,10,31,125,A#,Minor,77,74,78,4,0,23,11,0.67026603,0.71632934,0.74966574,0.57286066,0.6014846,0.7273793,0.7506308,0.6768302
141,Novo Balanço,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,2023,5,19,0.283,7,81.102253,6,9,0.026,1,,124,D#,Minor,84,65,50,67,0,13,6,0.8544782,0.88734156,0.88121974,0.79402035,0.8395398,0.8675333,0.8313327,0.8263199
142,"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2023,6,1,0.293,8,11.956641,5,2,0.03,2,66,133,B,Minor,93,68,65,42,0,12,25,0.91627246,0.79844916,0.9862349,0.9070831,0.93908167,0.9226776,0.8656231,0.8902575
143,Without Me,Eminem,1,2002,1,1,21.081,43,1687.664027,98,76,3.889,5,0,112,G,Major,92,67,66,0,0,36,9,0.739213,0.77882254,0.71869326,0.722209,0.5976038,0.739116,0.79832983,0.77182406
144,QUEMA,"Sog, Ryan Castro, Peso Pluma",3,2023,7,13,0.437,31,11.599388,17,29,0.026,3,208,97,,Major,79,92,89,5,0,6,5,0.6427535,0.7625372,0.84046316,0.7149292,0.8243128,0.70415527,0.68100566,0.7714177
145,Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1.275,32,611.700552,13,8,0.005,0,1,90,F,Minor,59,52,48,38,5,10,11,0.95996207,0.9851128,1.0076364,0.9381271,0.9494907,0.8831053,0.8759158,1.0008194
146,Ojitos Lindos,"Bomba Estéreo, Bad Bunny",2,2022,5,6,6.135,38,1133.865788,71,113,0.099,13,,80,D#,Minor,65,27,69,8,0,53,4,0.77900726,0.8809075,0.8930722,0.9089985,0.84619606,0.924664,0.8983829,0.9385488
147,Somewhere Only We Know,Keane,1,2004,1,1,20.015,16,1089.402494,107,69,5.239,0,558,172,A,Major,45,33,59,6,0,8,3,0.8738388,0.9194942,0.9501922,0.86421925,0.8971381,0.83154637,0.91583973,0.8709344
148,Those Eyes,New West,1,2019,5,10,1.507,14,411.747614,24,71,0.044,1,195,120,E,Major,60,24,35,73,0,31,3,0.71401846,0.7487421,0.82390344,0.7310635,0.78158,0.75612706,0.7867657,0.7439896
149,El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,0.539,21,255.932395,7,71,0.004,2,13,140,G,Minor,74,96,80,18,0,5,5,0.9970683,0.906846,1.0376484,0.96474177,1.0537264,1.0352868,1.0543622,0.9348606
150,Mi Bello Angel,Natanael Cano,1,2023,6,30,0.086,8,31.873544,7,76,0.003,1,93,128,A,Minor,81,90,77,1,0,9,5,0.7797464,0.8656975,0.7875359,0.7804388,0.8504126,0.8942323,0.9438282,0.8654701
151,Bye,Peso Pluma,1,2023,5,26,0.324,14,95.053634,13,110,0.008,2,60,122,,Major,78,70,81,57,0,10,5,0.6611829,0.7667869,0.24696308,0.55718577,0.79675937,0.7977035,0.752,0.67426777
152,Danza Kuduro,"Don Omar, Lucenzo",2,2010,1,1,17.138,37,1279.434863,119,81,0.974,1,503,130,,Major,47,86,92,8,0,5,24,0.7435361,0.82911515,0.8423194,0.85977393,0.92839736,0.91031975,0.6737286,0.8080187
153,Nosso Quadro,"Ana Castela, AgroPlay",2,2023,2,2,0.894,9,233.801632,14,88,0.066,3,72,160,A,Major,69,61,71,33,0,31,20,0.7933495,0.85812104,0.914397,0.731135,0.87207216,0.73590887,0.79600674,0.80931103
154,Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1.622,9,1481.349984,0,0,0.356,0,0,144,F,Major,73,87,70,6,0,28,5,0.8631632,0.982876,0.886849,0.9667586,0.80042887,0.98320955,1.0035454,0.92402923
155,Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,2023,4,4,0.561,14,142.095275,4,14,0.012,5,56,192,B,Major,50,85,52,11,0,28,6,0.8558128,0.87339747,0.8859618,0.7857821,0.80040735,0.91152364,0.8882975,0.8948562
156,Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",2,2022,6,17,5.871,27,618.885532,81,121,0.058,1,34,163,,Major,54,40,67,0,0,9,17,0.96857077,0.8633235,0.95343554,0.87161434,0.9831676,0.8786845,0.9072858,0.9296525
157,Counting Stars,OneRepublic,1,2013,1,1,29.215,43,2011.464183,179,97,3.394,11,153,122,C#,Minor,66,48,71,6,0,12,4,0.8868434,0.950796,0.9811644,0.97777736,0.9162942,0.81689703,0.8472019,0.9716799
158,Ghost,Justin Bieber,1,2021,3,19,5.866,24,1167.330737,107,38,0.095,0,,154,D,Major,61,41,74,21,0,40,6,0.6835203,0.7335136,0.7063535,0.6600559,0.7194267,0.6506643,0.7117263,0.70901203
159,Under The Influence,Chris Brown,1,2019,10,4,3.859,26,929.964809,133,181,0.003,0,,117,A,Minor,73,31,69,6,0,11,4,0.8203543,0.778324,0.98127586,0.8904605,0.8007828,0.8776609,0.84227926,0.9163695
160,PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,0.961,26,436.027885,19,143,0.01,6,15,138,G,Minor,78,89,83,10,0,12,5,0.80758756,0.8634313,0.9515608,0.819274,0.9368912,0.7679659,0.7620984,0.8345112
161,Gasolina,Daddy Yankee,1,2004,7,13,6.457,18,657.723613,98,95,0.453,0,454,96,,Major,86,74,80,33,0,8,6,0.8474094,0.7963972,0.8667312,0.8017026,0.82443655,0.77095354,0.7714205,0.7372061
162,One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43.257,24,2713.92235,433,107,3.631,0,26,104,C#,Major,77,36,63,1,0,36,5,0.64511704,0.7518475,0.8197633,0.7715664,0.8594436,0.83916163,0.5723797,0.75947046
163,Enchanted,Taylor Swift,1,2010,1,1,4.564,16,621.660989,24,101,0.113,0,40,164,G#,Major,45,24,62,8,0,16,3,0.61417186,0.686245,0.71268135,0.7533711,0.6189083,0.7269591,0.76009846,0.6176975
164,Save Your Tears,The Weeknd,1,2020,3,20,12.688,13,1591.223784,197,115,0.112,0,200,118,,Major,68,61,82,2,0,50,3,0.830033,0.81774384,0.83428496,0.89672244,0.889148,0.7683792,0.89111334,0.84265345
165,Sure Thing,Miguel,1,2010,5,25,13.801,19,950.906471,137,125,0.435,6,285,81,B,Minor,68,51,60,3,0,19,10,0.730878,0.7901672,0.76233196,0.7148341,0.6825719,0.71758366,0.80391496,0.70750844
166,Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22.439,19,1593.270737,211,74,0.929,0,129,117,C#,Major,82,73,45,54,0,7,3,0.88999915,0.92308486,0.9306223,0.97269326,0.9133387,0.74719524,0.9145214,0.87975097
167,The Night We Met,Lord Huron,1,2015,2,2,18.515,35,1410.08883,70,82,0.939,1,162,174,D,Major,45,10,37,97,25,64,4,0.76426756,0.85318995,0.8102269,0.7275311,0.8787278,0.8632538,0.86737216,0.8476909
168,We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36.843,21,1235.005533,321,91,4.607,1,58,128,C#,Major,73,60,77,3,0,11,4,0.4849344,0.85466605,0.77041066,0.7066704,0.8495135,0.8529613,0.8850912,0.8363975
169,When I Was Your Man,Bruno Mars,1,2012,12,5,2.42,11,1661.187319,0,0,0.806,0,0,145,,Major,60,43,27,94,0,14,4,0.8287254,0.873471,0.9386016,0.7466208,0.95600224,0.9012084,0.9288101,0.8982465
170,Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5.897,19,1374.581173,0,0,0.885,0,0,150,C#,Minor,65,51,55,73,0,14,3,0.9138944,0.8873069,0.8887203,0.95565057,0.9144465,0.9453426,0.92750216,0.8979104
171,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,0.727,16,94.186466,17,60,0.028,1,44,90,A,Minor,60,13,53,4,0,21,4,0.84014,0.9248842,0.9298148,0.859639,0.8723849,0.8721119,0.84969854,0.9037268
172,Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33.783,26,1788.326445,133,92,2.733,1,26,85,F,Major,55,42,53,17,0,22,3,0.7315638,0.8508059,0.9123504,0.7770762,0.9212295,0.8300202,0.8365296,0.8885012
173,Demons,Imagine Dragons,1,2012,1,1,26.694,13,1840.364617,65,82,3.425,4,13,180,D#,Major,33,38,71,20,0,28,5,0.7175621,0.7596607,0.7385616,0.742947,0.7424954,0.76161635,0.7451193,0.7165421
174,アイドル,YOASOBI,1,2023,4,12,0.356,16,143.573775,35,102,0.008,1,,166,C#,Major,57,84,94,11,0,37,9,0.64700246,0.735906,0.67320544,0.58996415,0.58419275,0.73670775,0.64248157,0.6626409
175,Reminder,The Weeknd,1,2016,11,25,6.518,17,684.675814,45,85,0.238,1,47,160,G#,Major,71,40,50,16,0,16,22,0.72055256,0.7174847,0.7457769,0.62717134,0.80845475,0.30465877,0.6988089,0.67606944
176,Shake It Off,Taylor Swift,1,2014,1,1,21.335,13,1113.838873,328,70,1.378,9,20,160,G,Major,65,95,80,5,0,41,16,0.83964175,0.7468557,0.8084729,0.8366169,0.88811976,0.8621484,0.7031764,0.83929545
177,Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23.389,29,1267.33335,54,70,1.089,2,1,92,D,Major,70,81,63,4,0,8,4,0.918588,0.97118753,1.0255562,0.95526147,1.0556443,0.9296265,0.9440588,0.9779853
178,SNAP,Rosa Linn,1,2022,3,19,3.202,18,726.307468,148,80,0.226,24,0,170,,Major,56,53,64,11,0,45,6,0.7766431,0.7884834,0.85664946,0.7465408,0.7852851,0.7431487,0.7755942,0.7514833
179,Shape of You,Ed Sheeran,1,2017,1,6,32.181,10,3562.54389,33,0,6.808,7,0,96,C#,Minor,83,93,65,58,0,9,8,0.7488392,0.80872357,0.80144775,0.7218798,0.87887806,0.804351,0.83078027,0.8368598
180,Night Changes,One Direction,1,2014,11,17,7.124,18,1131.09094,60,20,0.002,0,,120,G#,Major,67,40,52,86,0,12,4,0.8151256,0.86521864,0.9192133,0.8580722,0.88042384,0.80141735,0.8485466,0.90038997
181,Fin de Semana,"Oscar Maydon, Junior H",2,2023,1,13,0.592,14,307.370144,11,84,0.006,1,30,98,,Major,70,37,54,6,0,9,8,0.7353959,0.79896766,0.7016463,0.6593813,0.73735064,0.8260044,0.7828128,0.81754655
182,Creep,Radiohead,1,1992,9,21,36.724,7,1271.293243,146,72,6.807,5,80,92,G,Major,53,12,34,1,0,12,4,0.7143105,0.5995774,0.79943,0.74696016,0.7543256,0.74777406,0.5872562,0.67703974
183,Car's Outside,James Arthur,1,2019,10,18,0.794,10,265.882712,38,25,0.061,0,263,150,A,Major,34,24,56,4,0,11,3,0.7597022,0.8181634,0.82896876,0.7427047,0.79837894,0.7825709,0.79837185,0.8125307
184,Apocalypse,Cigarettes After Sex,1,2017,3,21,13.091,17,841.749534,61,96,0.79,2,116,94,F,Major,37,17,47,2,46,11,3,0.7873137,0.7954735,0.7599901,0.8306936,0.69357336,0.8256953,0.8191731,0.7848359
185,Cheques,Shubh,1,2023,5,19,0.067,8,47.956378,7,10,0.0,0,57,90,E,Minor,74,36,63,26,0,27,5,0.820198,0.8089122,0.82763547,0.8026179,0.84781563,0.7122697,0.74320847,0.7970278
186,Pink + White,Frank Ocean,1,2016,8,20,21.574,30,806.39707,112,68,0.266,1,39,160,A,Major,54,54,55,67,0,42,11,0.68639696,0.84674037,0.9220765,0.7358607,0.8867219,0.7934605,0.76391304,0.85103357
187,Circles,Post Malone,1,2019,8,30,19.664,16,2132.335812,391,73,0.633,3,37,120,,Major,70,59,75,24,0,9,4,0.72965825,0.78884643,0.87165403,0.7184873,0.8887862,0.79720306,0.7282606,0.8075289
188,Just The Way You Are,Bruno Mars,1,2010,1,1,21.106,13,1641.426668,82,0,2.946,0,0,109,F,Major,63,46,85,1,0,9,5,0.82650614,0.91318536,0.8477966,0.8039705,0.8964872,0.92969704,0.90241826,0.8615843
189,Take Me To Church,Hozier,1,2013,9,13,23.804,31,2135.158446,187,99,4.623,1,0,129,E,Minor,57,41,66,63,0,12,5,0.8682851,0.84161234,0.9014346,0.89311665,0.9987054,0.89842904,0.8717724,0.91781074
190,Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,0.849,22,367.316268,27,129,0.021,7,111,157,G,Major,54,75,60,30,0,7,5,0.70333195,0.8410095,0.8202541,0.7797651,0.849315,0.7968597,0.83796537,0.83232874
191,You Belong With Me (Taylor's Version),Taylor Swift,1,2021,4,9,2.619,12,350.381515,47,90,0.001,0,,130,F#,Major,63,49,73,5,0,9,3,0.89528966,0.9211921,0.95987177,0.906063,0.9967618,0.9351685,0.87043947,0.9141493
192,Tití Me Preguntó,Bad Bunny,1,2022,5,6,9.037,42,1264.310836,124,133,0.139,14,,107,F,Minor,65,19,72,10,0,13,25,0.80302835,0.9010465,0.94765705,0.8289163,0.894747,0.84771127,0.88044536,0.91903305
193,Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,0.086,11,30.343206,3,33,0.003,0,1,146,B,Minor,50,67,89,0,0,19,8,0.9061377,0.9054968,0.90988165,0.94795257,0.9144881,0.98101366,0.92733115,0.93109757
194,Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1.788,14,405.136812,1,50,0.019,0,19,139,A,Minor,48,37,41,32,0,10,10,0.9454698,0.96580034,0.96456623,0.96954393,1.0209814,0.919323,0.9618451,0.95329916
195,Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,7,1,15.89,14,1145.727611,71,37,0.653,0,167,116,,Major,74,76,70,7,0,13,3,0.894767,0.90479904,0.96473724,0.9665789,0.95436776,1.0204055,0.95669895,0.9276539
196,Es un Secreto,Plan B,1,2010,7,20,0.492,36,540.654286,4,3,0.019,0,0,95,F#,Minor,84,52,77,12,0,7,4,0.71488464,0.87045,0.84097475,0.67665964,0.7736348,0.7328886,0.8224159,0.8085657
197,POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,0.773,33,57.312735,20,46,0.021,8,99,170,G#,Minor,62,55,80,15,0,37,7,0.83960855,0.95942956,0.8844332,0.8952185,0.947086,0.87135726,0.828095,0.88526654
198,Ditto,NewJeans,1,2022,12,19,1.154,22,397.582059,28,125,0.011,1,51,134,F#,Minor,81,18,64,3,0,10,11,0.7124227,0.75471044,0.6869434,0.6835514,0.80875784,0.7894995,0.6775399,0.7324505
199,Take On Me,a-ha,1,1984,10,19,44.927,17,1479.115056,34,0,5.108,6,0,84,F#,Minor,57,86,90,2,0,9,5,0.72114575,0.72243094,0.7834457,0.7776852,0.9314867,0.7309835,0.6953996,0.86477745
200,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,0.551,4,86.773632,13,46,0.02,1,10,146,B,Minor,61,20,48,21,0,12,6,0.974463,0.9274701,0.94319654,0.9196258,0.88166034,0.9326569,0.9258625,1.0202943
201,"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,0.577,14,133.753727,22,18,0.015,1,0,74,A#,Minor,53,24,67,11,0,10,28,0.87313676,0.89018583,0.90730613,0.82547957,0.94874674,0.9067172,0.8466785,0.94275475
202,Acróstico,Shakira,1,2023,5,11,0.955,29,123.124076,37,50,0.079,11,,144,B,Major,75,35,48,84,0,10,12,0.8166644,0.78274775,0.82816064,0.78505445,0.8062105,0.7665133,0.7581615,0.70349526
203,AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,0.995,19,463.564958,12,117,0.009,5,3,136,B,Minor,77,79,73,15,0,27,10,0.8057629,0.8237445,0.8574055,0.7720686,0.8752427,0.6990843,0.7728371,0.77679706
204,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,0.178,6,64.53304,6,71,0.001,0,31,100,E,Major,56,53,55,53,0,12,4,0.9085488,0.87921464,0.88669145,0.90045524,0.91370475,0.99944454,0.9153568,0.9376918
205,S-Class,Stray Kids,1,2023,6,2,0.29,19,65.496046,9,101,0.005,0,73,105,F,Minor,89,67,78,9,0,7,33,0.82187724,0.89780563,0.8876319,0.7813737,0.88798696,0.8044309,0.8209956,0.82212543
206,Hits Different,Taylor Swift,1,2023,5,26,0.547,0,68.616963,15,15,0.006,0,0,106,F,Major,67,24,78,15,0,30,4,0.8621036,0.77002203,0.88025093,0.905696,0.91180587,0.8667706,0.8233217,0.930377
207,Chanel,"Becky G, Peso Pluma",2,2023,3,30,0.681,10,161.46099,15,92,0.021,2,26,132,D,Major,85,53,68,40,0,9,4,0.75771487,0.8539451,0.7962761,0.7895668,0.78593713,0.8119225,0.81061816,0.7436043
208,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,0.332,5,70.106975,18,41,0.005,0,19,120,A,Major,78,5,30,21,0,13,5,0.8090173,0.9915416,0.971377,0.8827897,0.93122786,0.928635,0.9867442,1.0238204
209,Area Codes,"Kaliii, Kaliii",2,2023,3,17,1.197,13,113.509496,44,34,0.025,1,171,155,C#,Major,82,51,39,2,0,9,49,0.8929575,0.8558508,0.94715077,0.8781208,0.9070598,0.7852365,0.87296206,0.93135893
210,Abcdario,"Junior H, Edén Muñoz",2,2023,5,13,0.262,5,89.933133,8,60,0.004,1,,129,G#,Major,70,42,43,78,0,11,3,0.7040225,0.7280686,0.7530859,0.68524736,0.69099,0.6818533,0.7182447,0.6722579
211,Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,0.161,6,71.007139,10,79,0.002,0,42,135,F,Minor,80,85,74,62,0,8,9,0.5974479,0.71637344,0.78020215,0.7247766,0.60699594,0.796355,0.79366595,0.6284008
212,Pişman Değilim,"Semicenk, Doğu Swag",2,2023,6,2,0.185,3,43.522589,5,6,0.004,1,,98,A#,Minor,73,45,62,28,0,13,13,0.7583417,0.74988115,0.7663238,0.7642039,0.59710056,0.68995655,0.83283,0.6310711
213,FLOWER,JISOO,1,2023,3,31,0.839,18,232.896922,20,110,0.02,0,69,124,A,Minor,84,64,39,3,0,11,4,0.5723978,0.72153467,0.7618135,0.6429459,0.7786755,0.7220644,0.5958102,0.71405023
214,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,0.259,0,37.126685,5,17,0.005,0,0,135,A,Minor,77,28,55,18,0,22,15,0.9807599,0.9799318,0.93838054,0.9119077,0.90009356,0.93822944,0.93152845,1.019708
215,Eyes Closed,Ed Sheeran,1,2023,3,23,2.915,30,195.576623,116,69,0.107,3,675,107,D,Major,78,39,53,30,0,11,6,0.70389986,0.753919,0.7782096,0.70949006,0.71758395,0.77946115,0.8115177,0.704177
216,Escapism.,"RAYE, 070 Shake",2,2022,10,12,5.129,25,532.336353,116,84,0.114,18,348,96,D,Major,54,25,74,14,0,9,11,0.76881063,0.95930564,0.8482442,0.86756265,0.7754435,0.76148736,0.87245154,0.9315478
217,La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3.794,34,538.115192,47,77,0.053,10,8,123,G#,Major,71,58,70,30,0,32,19,0.64797866,0.7666584,0.79822755,0.6318423,0.794967,0.7060602,0.601023,0.8312072
218,Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,0.588,0,46.142772,23,21,0.031,0,0,90,G#,Major,62,7,62,6,0,58,6,0.79274,0.882292,0.9078961,0.86789453,0.9581784,0.8160178,0.8386862,0.93717074
