,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
3274,TE AMO �,TE AMO �,Fer Vazquez,4/30/2024,ARC082400003,"3,264",24.1,"5,790,738",369,"3,488,921",64.0,"20,489,530","159,632",,,,"16,582,955",1.0,"1,068",,6.0,"298,082",4.0,"2,039",11,,"27,697",,0
3283,T� Me Dejaste De Qu,T� Me Dejaste De Querer (feat. Ni�o de Elche & La ,C. Tangana,11/5/2020,ES5022000718,"3,277",24.0,"401,979,272","80,139","15,198,667",66.0,"236,719,624","1,667,710","101,915","18,751,200","203,030,554","86,821,613",75.0,"15,171",6,33.0,"364,216",13.0,"232,813",694,"1,133,646","1,750,278",,0
3288,Me Reh�,Me Reh�,Danny Ocean,9/16/2016,USWL11700128,"3,274",24.0,"1,779,760,815","90,161","37,656,145",69.0,"734,259,158","3,624,282","513,775","50,587,031","371,899,383","6,608",136.0,"23,294",82,57.0,"1,437,169",6.0,,,,,,0
3289,Baby you,Baby you,�,1/18/2023,JPCO02230140,"3,273",24.0,"30,361,093","6,140","1,321,340",52.0,"30,346,457","499,318","1,530,302","159,193,521","1,949,963,259","70,002,169",16.0,114,,,,4.0,,,,"250,538",,0
3301,Cr�,Cr�,KAROL G,11/2/2018,USUM71817050,"3,287",24.0,"474,863,499","33,671","14,288,251",67.0,"817,844,545","3,801,744","22,342","1,320,930","21,632,035","149,759,944",28.0,"6,537",8,24.0,"209,963",34.0,"60,496,578","8,863",,"51,229",,0
3305,Coraz�n Roto pt. 3 (feat. Jhayco & Ryan Cas,Coraz�n Roto p,Brray,9/8/2023,USUM72313435,"3,297",23.9,"139,751,220","18,392","12,791,215",20.0,"49,641,305","248,150",,,,"28,619,808",14.0,,,13.0,"211,845",,,,,"235,413",,1
3312,� � - �,� � - � - Single,DJW9,5/16/2023,QZK6L2307991,"3,303",23.9,,8,55,,"230,878,707","1,434,387",,,,"5,869,394",,357,,,,,,,,"42,191",,0
3317,Hasta la Ra�,Hasta la Ra�,Natalia Lafourcade,1/6/2015,MXF011400582,"3,310",23.9,"657,268,053","85,246","30,225,538",74.0,"1,022,323,850","6,592,447","1,278,026","307,053,317","2,833,651,298","13,674,137",62.0,"7,945",63,39.0,"1,228,654",62.0,"24,982,305","20,136",,,,0
3322,Adem�s de M�,Adem�s de M�,Rusherking,3/4/2021,QM4TX2108898,"3,309",23.9,"206,311,125","38,601","7,092,659",62.0,"452,730,002","3,243,360",,,,"108,084,173",10.0,204,6,5.0,"33,769",8.0,,,,"266,387",,1
3329,� �,� �,MORGENSHTERN,3/8/2024,RUAGV2401222,"3,328",23.8,"11,170,433","2,065","364,180",61.0,"35,976,070","1,087,118",,"5,014","35,066",,11.0,3,,2.0,"34,118",,,,,"428,081",,1
3333,�,� - Single,NLO,5/2/2023,FRX452361306,"3,338",23.8,"7,900,402","4,782","367,497",1.0,"146,296,974","819,226","258,850","16,582,173","215,446,483","306,023,843",7.0,12,,,,,,,,"998,296",,0
3346,As� Lo Quiso ,DESVELADO,Eslabon Armado,4/28/2023,USE7D2300024,"3,327",23.8,"173,061,521","18,616","5,085,706",67.0,"53,668,901","343,308","143,900","22,419,288","239,225,982","53,205,932",11.0,2,1,2.0,680,2.0,"23,293,442","2,938","958,109","604,065",,0
3363,Bat�k ,Kar�,Semicenk,12/15/2023,DGA0Q2317094,"3,360",23.7,"56,695,409","4,559","4,098,516",68.0,"63,800,824","219,647",,,,"289,637,676",3.0,"1,643",,2.0,"1,581,911",,,,,"239,217",,0
3367,Kafam�n �,Yine �al�,Ebru Ya�,5/22/2024,FRX762464095,"3,355",23.7,"4,177,077",267,"3,686,411",63.0,"10,927,692","75,044",,,,,3.0,696,,2.0,"1,567,756",,101,,,"53,530",,0
3384,Cama Repetida,Sofr�ncia Ou Fuleragem? (Ao Vivo / Part,Leo Santana,11/15/2023,BRUM72300667,"3,387",23.6,"74,934,765","4,740","12,977,480",,"78,522,265","428,766","1,463","57,816","1,292,457","347,089,830",8.0,86,,22.0,"1,917,238",3.0,"1,843",,,"37,487",,0
3387,I�m Not Here To Make Friends (feat. Calvin Harris & Jessie ,Gloria,Sam Smith,1/27/2023,GBUM72205420,"3,386",23.6,"146,921,991","18,446","17,280,612",61.0,"37,582,359","438,887","17,397","15,319,975","351,979,940","405,838,581",52.0,"117,393",63,22.0,"522,491",28.0,"803,647",663,"239,714","813,738",,0
3389,�,�,fellow fellow,8/29/2023,DGA072377012,"3,378",23.6,"43,756,807","6,019","1,678,608",61.0,"122,496,150","488,640",,"13,562,600","143,782,439","34,456,773",10.0,"1,347",,,,,,,,"90,968",,0
3392,K�R,K�R,KAROL G,2/23/2023,USUM72222551,"3,369",23.6,"114,323,355","16,398","4,576,843",64.0,"97,148,590","542,833","388,748","27,314,002","322,572,081",,10.0,"1,999",12,4.0,"117,154",,"9,369,281",697,,"352,127",,0
3398,HACIENDO QUE ME AMAS,EL �LTIMO TOUR DEL M,Bad Bunny,11/27/2020,QMFME2066843,"3,384",23.6,"391,087,418","53,386","13,266,439",66.0,"367,082,304","2,697,123","6,576","12,303,446","88,351,589","3,881",16.0,10,,23.0,"26,018",2.0,"19,231,071","3,418",,"897,314",,1
3402,La �ltima Vez (Yo Te Per,La �ltima Vez (Yo Te Perd�) ,,5/2/2024,MX2832415361,"3,381",23.6,,,,,,,,,,,,,,,,,,,,"1,606,561",,0
3405,P*$$Y Fairy (OTW),P*$$Y Fairy (OTW),Jhen� ,1/17/2020,USUM72000367,"3,394",23.5,"188,774,618","39,746","10,892,506",63.0,"175,882,087","1,473,683","110,353","13,089,939","91,057,232","23,752,121",19.0,"83,735",69,6.0,"13,858",8.0,"114,657,478","67,868","22,199,120",,,1
3408,Ens�ame ,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214887,"3,398",23.5,"348,372,811","52,893","6,523,487",69.0,"106,600,063","684,118","25,900","16,462,263","154,007,395","99,252,847",12.0,"1,956",,,,,"8,024,673","1,451",,"400,999",,0
3409,Olha a Explos�,O Melhor do Brasil,MC Kevinho,6/14/2018,USHM21860309,"3,395",23.5,,1,45,,"1,295,405,860","9,977,052",,,,"147,328,763",,,,,,,,,,,,0
3414,Tu Perfume,Tu Perfume,Banda MS de Sergio Liz�r,2/14/2024,MXB952400003,"3,416",23.5,"18,946,480",863,"5,681,798",,"48,584,653","212,355",,,,"140,462,131",1.0,"2,842",84,,,6.0,"3,210,010",989,,"124,485",,0
3426,Poesia Ac�stica #6: Era uma,Poesia Ac�stica #6: Era uma,Pineapple StormTv,12/24/2018,US7VG1878876,"3,397",23.5,"290,101,322","29,494","7,278,455",66.0,"895,286,211","5,619,411",,,,"5,780,216",7.0,304,,22.0,"196,695",9.0,,,,"305,405",,1
3433,All of Me - Radio Edit,"�3 Greatest Hits, Vol. 66",John Legend,6/27/2014,USSM11400599,"3,411",23.5,"2,379,787,239",362,"74,085",20.0,"11,365,291","74,275",,,,,4.0,"1,684",,1.0,175,,,,"162,140,441",,,0
3434,Coraz�n F,Coraz�n Fr�o ,Jasiel Nu�,10/12/2023,QMDA72384363,"3,420",23.4,"79,485,128","6,458","10,455,834",,"53,649,480","398,179","5,556","2,005,258","13,574,747",,4.0,,,2.0,"70,889",5.0,"2,343,674",370,"2,270,240","399,160",,0
3436,A Sky Full of Stars,Los N�meros 1 De 40 (El Disco De Los �,Coldplay,1/1/2014,GBAYE1400217,"3,421",23.4,"1,490,987,063","203,270","92,755,562",81.0,"395,515,510","2,684,342","971,368","157,727,782","1,583,375,110","8,447,636",12.0,"167,558",136,308.0,"906,029",39.0,,,,,,0
3455,Mu�,Mu�ecas - Si,TINI,1/12/2023,USHR12244823,"3,440",23.3,"162,551,255","20,554","11,413,592",57.0,"159,174,916","713,718",,,,"5,714,999",13.0,"6,446",270,23.0,"190,116",29.0,"355,966",99,,,,0
3460,Have Mercy,Have Mercy,Chl�,9/10/2021,USSM12105357,"3,445",23.3,"202,781,631","32,888","14,372,026",60.0,"1,271,445","21,984","673,047","323,827,842","2,410,282,562","4,761,746",44.0,"119,001","1,447",14.0,"77,824",35.0,"67,145,429","19,010","4,649,990","1,690,643",,1
3463,Yebba�s Hear,Certified Lover Boy,Drake,9/3/2021,USUG12104407,"3,448",23.3,"349,849,639","81,889","12,970,647",71.0,"59,701,089","650,033","96,428","61,939,371","352,584,596","21,631,984",13.0,12,8,6.0,"175,258",3.0,"6,377,789","7,857",,"1,419,180",,1
3467,"Non, je ne regrette rien",Edith Piaf Essentials : The Greatest Hits of the Most Popular French Singer,�dith Piaf,5/7/2024,FR6F32336520,"3,433",23.3,"168,750,749",1,1,19.0,,,,,,,,,,,,,,,,,,0
3471,�,� - Single,TaitosmitH,3/26/2024,THG012400089,"3,462",23.2,"2,759,335",248,"177,260",,"40,796,081","268,043",,,,,4.0,55,,,,,,,,"17,660",,0
3473,�,�,� �,10/5/2023,THSOH2308099,"3,455",23.2,"3,872",5,3,,,,"917,800","4,413,567","135,542,729",,,,,,,,,,,146,,0
3474,La Llevo Al Cielo (Ft. �engo F,La Llevo Al Cielo (Ft. �engo F,Chris Jedi,5/20/2022,USUM72201829,"3,471",23.2,"411,006,233","63,319","20,006,639",67.0,"6,186,421","60,126",,,,,29.0,"19,221",60,12.0,"1,978,603",21.0,"18,018,765","2,734",,"1,029,664",,1
3485,"N�o, N�",Piseiro Sofr�,Mari Fernandez,4/29/2021,BCFWR2100002,"3,469",23.2,"158,404,124","19,033","5,413,126",51.0,"156,298,379","1,025,633","2,418,608","89,218,584","927,182,106","218,620,029",32.0,"5,312",,27.0,"134,250",4.0,"1,380",4,"27,099",,,0
3486,� � �,� � �,Moreart,12/4/2020,FR26V2072992,"3,475",23.2,"60,358,583","32,582","1,788,403",50.0,"43,371,351","749,082","3,001,121","650,159,397","8,680,132,146","994,101",4.0,340,,,,3.0,"2,287,886","1,511",,"3,413,948",,1
3488,Ali Cabbar,Parti �,Emir Can �,6/2/2023,TRAUR2300024,"3,467",23.2,"63,442,980","10,414","1,765,706",58.0,"127,252,829","552,569","84,400","3,171,710","108,671,025","4,788,783",7.0,"4,502",,,,,,,,"224,773",,0
3512,�,�,YOUNGOHM,1/25/2023,FR10S2319442,"3,498",23.1,"17,745,591","2,837","283,039",47.0,"172,379,457","1,396,751","583,900","62,524,027","749,416,523",,6.0,32,,,,,,,,"62,461",,1
3518,Sial,f�,Mahalini,1/23/2023,FR10S2380774,"3,525",23.0,"324,327,622","13,022","4,228,094",75.0,"97,061,421","500,989","449,308","131,329,737","1,614,389,086","45,212,529",8.0,"5,387",,,,,,,,"97,349",,0
3521,CAROLINA,MA�ANA SER�,KAROL G,2/24/2023,USUM72222553,"3,517",23.0,"89,487,508","7,595","3,622,886",66.0,"64,767,621","301,091","896,706","29,472,860","466,245,707","1,327,214",5.0,310,,1.0,"238,980",8.0,"6,070,386","1,591",,"186,834",,0
3528,P�i,P�i naa - Si,Babasha,6/1/2024,ROGRA2400380,"3,522",23.0,"881,858",75,"194,541",53.0,"7,429,733","106,911",,,,,1.0,,,1.0,"128,640",,,,,"11,206",,0
3536,LLYLM,LLYLM,ROSAL�,1/27/2023,USSM12300114,"3,513",23.0,"163,400,564","25,380","8,516,973",60.0,"37,506,561","368,510","14,073","8,297,832","107,127,704","58,633,125",75.0,"70,787",9,36.0,"410,250",33.0,"773,952",,,"1,343,247",,0
3545,Vampiro,Vampiro,Matu�,3/29/2022,BXW922100034,"3,527",22.9,"250,112,783","37,790","7,871,652",67.0,"207,570,990","2,206,717","77,011","12,026,795","81,406,851","27,177,813",18.0,250,,29.0,"251,363",5.0,,,,"124,505",,0
3553,CYBERTRUCK,nadie sabe lo que va a pasar ma�,Bad Bunny,10/13/2023,QMFME2364186,"3,540",22.9,"99,022,909","18,212","7,936,625",,"14,594,444","227,707",,,,,8.0,378,,,,4.0,"2,375,239",611,"1,196,116","240,886",,1
3568,Lo Aprend� de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,HA-ASH Primera Fila - Hecho Realidad,Ha*Ash,11/11/2014,MXF011400346,"3,560",22.8,"296,711,145","17,197","13,770,893",67.0,"1,599,246,274","4,273,511","144,200","3,933,137","78,337,323","5,228,835",10.0,"6,169",,17.0,"92,845",3.0,"27,669,036","46,691",,"970,443",,0
3583,Sin Se�,Sin Se�,Quevedo,7/22/2022,ZZOPM2235984,"3,559",22.8,"281,829,019","58,130","8,587,722",62.0,"49,681,285","476,250",,,,"309,611,524",14.0,"4,820",,8.0,"26,602",2.0,"110,512",,,"479,341",,0
3594,� � � (My head is spinning like a screw),� � �,kostromin,2/2/2021,QM4TW2159341,"3,578",22.7,"116,542,329","41,062","3,658,542",8.0,"115,229,170","2,436,482","1,844,500","547,119,599","3,964,454,629","1,169,307",9.0,1,,3.0,"3,117",,"1,082,032","1,887","435,966","3,536,203",,1
3597,�,�,Mrs. GREEN APPLE,4/11/2024,JPPO02401026,"3,573",22.7,"26,222,603",921,"7,492,428",74.0,"23,049,880","275,676","6,375",,,,30.0,255,,,,3.0,"26,690",,,"59,611",,0
3602,� �,� � - Single,A.V.G,7/17/2023,DGA062340713,"3,593",22.7,"10,694,922","5,363","288,263",50.0,"120,681,039","653,249",,"762,205","16,374,449","292,889,844",7.0,,,,,,,,,"1,593,368",,0
3607,Hey Lil Mam�,Sol Mar�,Eladio Carrion,1/19/2024,QMFMG2346935,"3,574",22.7,"77,975,794","7,057","10,565,513",71.0,"27,130,599","231,540",,,,"110,197,195",11.0,"1,124",3,9.0,"72,838",9.0,"554,815",328,,"262,176",,0
3608,Eres M�,"F�rmula, Vol. 2 (Deluxe Edit",Romeo Santos,2/25/2014,USSD11300464,"3,583",22.7,"562,983,225","52,754","16,157,389",73.0,"1,452,593,496","4,997,178","261,129","33,076,170","314,778,494","224,225,223",25.0,"9,125",7,27.0,"377,492",10.0,,,,"3,343,573",,0
3613,Yo Ya No Vuelvo Contigo - En Vivo,Viva M�xico (En V,Grupo Firme,11/25/2020,QZDQH1908793,"3,587",22.7,"1,969,714",502,"83,027",29.0,"678,412,558","2,502,471","2,322","547,396","10,405,552","17,029,446",,,,,,3.0,"516,773","1,499",,,,0
3621,God�,GO LIVE,Stray Kids,6/17/2020,US5TA2000037,"3,600",22.6,"354,643,707","30,447","7,012,694",68.0,"529,909,818","8,469,062","147,664","141,180,977","703,479,878","34,239,087",14.0,887,20,5.0,"70,358",16.0,"2,869,102","9,153",,,,0
3638,Expl�,Para Mi Ex,Myke Towers,12/15/2020,QMFMF2007349,"3,619",22.6,"243,931,915","57,909","7,781,405",62.0,"337,123,245","1,592,106","38,300","13,056,090","116,038,150","13,620,018",24.0,"3,123",,3.0,"19,077",4.0,"12,008,035","2,206",,"466,416",,1
3645,La G�e,La G�erita - Si,Grupo Marca Registrada,4/26/2024,BK4DA2412746,"3,645",22.5,"27,813,921","1,325","40,146,341",75.0,"12,969,075","88,088",,,,,5.0,5,,2.0,"39,467",,"104,690",293,,"103,648",,0
3654,Algo M�,Algo M�,Rauw Alejandro,6/25/2020,USSD12000187,"3,648",22.5,"304,134,537","57,388","9,038,307",64.0,"345,512,160","1,952,713","327,887","43,897,868","279,992,648","4,682,360",40.0,860,,6.0,"46,735",10.0,"3,511,988","1,365","995,870","872,301",,0
3680,Me Escap�,Me Escap�,DobleP,9/7/2023,QZNJZ2368122,"3,654",22.4,"36,559,856","7,332","6,306,859",,"44,786,762","189,253","426,900","63,088,852","722,844,173",,,214,,3.0,"3,117",6.0,,,,"81,058",,1
3682,Without You (feat. Sandro Cavazza),AV�CI ,Avicii,8/10/2017,SE5R71700101,"3,662",22.4,"1,074,175,360","135,290","29,277,394",73.0,"293,084,186","2,973,334","180,391","19,770,288","229,614,343","24,725,817",82.0,"43,106",119,46.0,"259,328",7.0,"21,846,254","11,253",,"5,939,460",,1
3686,Love Me Harder,So Fresh � The Hits Of Summer 2015 + Best O,Ariana Grande,1/1/2014,USUM71409728,"3,655",22.4,"917,284,463","80,957","31,639,571",73.0,"930,161,541","5,513,057","18,522","2,323,429","18,428,812","504,598,711",84.0,"18,813",12,55.0,"778,510",19.0,"308,184,099","116,610",,"5,880,498",,0
3695,P�gina De Ex - Ao Vivo N,Mari No Barzinho (Ao Vivo No RJ),Mari Fernandez,4/26/2024,BCZT72400033,"3,666",22.4,"13,842,105",920,"16,028,156",71.0,"18,663,230","85,838",,,,"17,057,535",4.0,2,,11.0,"805,419",9.0,231,,,"10,827",,0
3700,"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",The Academy: Segunda Misi�,The Academy: Segunda Misi�,3/28/2024,USWL12400691,"3,684",22.3,"35,185,414","3,730","5,697,401",68.0,"14,926,797","144,331",,,,"6,920,836",21.0,422,,3.0,"21,209",,"227,701",109,,"143,569",,1
3704,Eyvah Neye Yarar,Kar�,Semicenk,12/15/2023,DGA0Q2317098,"3,698",22.3,"27,235,294","2,618","767,611",,"74,511,800","233,751",,,,"329,897,277",2.0,95,,1.0,"1,566,667",,,,,"121,649",,0
3710,Hola Se�o,Ceinture noire (Transcendance),GIMS,4/25/2019,FR8FB1901430,"3,695",22.3,"208,249,257","42,423","5,969,962",58.0,"639,243,342","3,905,330","146,449","5,679,661","111,981,041","254,002,569",78.0,"15,911",,19.0,"684,768",8.0,,,"126,720","3,459,196",,0
3714,Me Enamor�,Me Enamor�,Shakira,1/1/2017,USSD11700088,"3,685",22.3,"388,986,035","32,035","11,367,243",61.0,"1,029,205,329","5,258,522","159,489","11,668,787","138,694,370","244,223,847",52.0,"17,126",33,41.0,"299,770",32.0,"65,068,313","26,099",,"3,095,680",,0
3715,Geri D�nem,Geri D�nem,Semicenk,5/5/2023,FRX452325278,"3,702",22.3,"111,150,894","11,465","6,557,932",67.0,"130,717,641","376,889","39,900","852,150","31,451,449","7,986,595",7.0,,,1.0,"1,089",,,,,"208,321",,0
3735,Balan�o da ,Balan�o da ,Matheus Fernandes,2/24/2022,BCDE52200008,"3,719",22.2,"237,867,475","19,268","14,221,320",61.0,"302,341,579","1,218,262",,,,"745,025,834",27.0,"5,145",,24.0,"378,419",10.0,,,,"151,448",,0
3749,MA�ANA SER�,MA�ANA SER�,KAROL G,2/23/2023,USUM72222550,"3,721",22.2,"132,811,353","12,970","4,805,498",66.0,"53,670,834","569,439","516,300","12,432,832","163,703,206",,9.0,"4,052",18,4.0,"79,090",20.0,"27,113,778","7,037",,"212,091",,0
3754,Puro Campe�,Puro Campe�n - Si,Grupo Marca Registrada,10/14/2022,USA2P2243895,"3,708",22.2,"162,996,272","20,521","5,076,875",61.0,"137,834,966","708,557","265,100","5,676,478","72,517,463",,5.0,47,,,,,"16,395,222","1,958",,"338,327",,0
3755,Esper�n,Esper�n,Manuel Turizo,12/7/2017,USQX91702666,"3,729",22.2,"333,106,545","25,970","7,253,202",59.0,"982,437,656","2,944,717","81,315","3,138,449","37,754,097","200,120,108",18.0,"3,327",,11.0,"140,309",8.0,"35,770,201","4,370",,"1,055,124",,0
3769,Coladin,Ind�,Z� Vaqu,10/27/2022,BCZZV2200032,"3,760",22.1,"68,110,254","5,563","9,739,787",62.0,"220,238,857","1,027,402","293,100","10,599,831","175,981,880","203,704,889",13.0,35,,25.0,"498,753",2.0,678,,,"71,663",,0
3774,Joli b�,Joli b�,Naza,9/11/2020,FRX762022181,"3,755",22.1,"131,677,140","35,653","2,205,297",57.0,"198,494,925","1,095,673","1,502,712","37,799,046","559,416,339","7,459,129",28.0,"8,632",,13.0,"168,510",2.0,"3,269",,"302,899","1,009,225",,1
3781,Maybe You�re The P,Maybe You�re The P,Ava Max,4/28/2022,USAT22203651,"3,761",22.1,"181,659,395","24,137","10,925,511",62.0,"50,640,948","470,130","7,766","5,336,041","87,012,707","2,764,048,939",53.0,"186,049",732,29.0,"602,060",12.0,"3,213,326","1,247",,"1,366,573",,0
3793,M�lanine (feat. Were,M�la,Heuss L'enfoir�,5/3/2024,FRPZ92417040,"3,786",22.0,"14,500,608","1,528","6,768,397",71.0,"7,766,177","77,814",,,,,18.0,784,,16.0,"18,340,167",20.0,,,,"201,571",,1
3796,Jom ka du me t�,Jom ka du me t�,Dafina Zeqiri,5/31/2024,QZNFJ2402633,"3,791",22.0,"1,196,257",208,"567,656",57.0,"7,023,287","34,395",,,,,2.0,1,,,,,634,,,"7,750",,0
3802,S�,S�,Anuel AA,11/18/2021,QMDA62184373,"3,771",22.0,"200,764,254","45,002","9,737,159",57.0,"217,898,959","1,101,215","21,898","1,749,382","28,799,405","206,809,601",35.0,"2,877",24,4.0,"42,446",5.0,"12,777,518","1,196",,"447,896",,1
3810,Os Bico T�o Se Perguntando (Let�,Os Bico T�o Se Perguntando (Let�,MC PH,4/7/2023,BXG6R2300280,"3,801",21.9,"131,981,248","15,020","12,049,822",65.0,"127,960,114","714,022","27,489","2,506,579","33,156,781","3,350,968",8.0,2,,12.0,"221,427",3.0,229,,,"99,846",,1
3815,� (Fade),� (Fade) - Single,Jeff Satur,9/23/2022,THW092201719,"3,811",21.9,"41,494,349","6,516","1,169,599",52.0,"267,216,988","1,757,325","73,081","14,349,551","102,354,732","31,309,561",11.0,"1,619",,,,,,,,"76,255",,0
3820,Baila Conmigo (feat. Kelly Ruiz),Baila Conmigo (feat. Kelly Ru�,Dayvi,12/28/2018,MXF011900173,"3,797",21.9,"417,257,612","76,682","17,689,258",62.0,"301,418,451","2,797,161","254,653","14,054,827","219,625,896","11,788,182",71.0,"15,903",40,30.0,"1,207,372",7.0,"106,581,925","52,833",,"5,980,614",,0
3821,Problemas de um Milion�,Problemas de um Milion�,WIU,4/10/2024,BXW922400001,"3,806",21.9,"34,042,262","3,323","20,484,664",74.0,"11,039,801","333,828",,,,,7.0,297,,19.0,"12,759,549",11.0,,,,"71,762",,1
3828,G�p �i,G�p �i,Tu�n,9/21/2023,US38Y2304586,"3,794",21.9,"1,880,312",408,"22,223",,"58,299,522","173,898","525,671","5,937,642","168,468,483","2,119,803",,,,,,,,,,"10,918",,0
3834,Caroline,Caroline,Amin�,3/9/2016,USCGH1697037,"3,802",21.9,"761,038,233","121,158","21,027,698",64.0,"71,245,011","686,801","470,451","28,814,118","131,813,469",,129.0,"2,299",3,18.0,"61,319",10.0,"262,393,898","433,934",,"3,258,289",,1
3842,GUCCI LOS PA�,MA�ANA SER�,KAROL G,2/24/2023,USUM72222544,"3,826",21.8,"121,721,506","8,049","3,681,766",67.0,"136,014,507","557,809","75,400","5,280,019","78,468,779","7,517,627",10.0,"2,442",,1.0,"1,666",6.0,"22,530,956","7,012",,"426,324",,1
3846,Michi Teyu Ku (Overflowing),�,Fujii Kaze,3/14/2024,JPPO02400480,"3,825",21.8,"33,845,527","1,766","5,537,845",69.0,"30,645,137","480,941",,,,,27.0,468,,1.0,"9,615",9.0,"8,907",7,,"109,995",,0
3856,En Peligro de Extinci�,En Peligro De Extinci�,La Adictiva,5/13/2018,MXA411400084,"3,832",21.8,"310,742,518","20,307","11,542,516",65.0,"811,416,034","2,074,845","96,574","2,297,779","32,767,411","13,506,591",10.0,"3,303",10,2.0,"10,405",28.0,"114,192,119","37,293",,"1,171,550",,0
3858,�,�,�,1/5/2024,JPPO02304150,"3,834",21.8,"46,945,798","4,120","5,907,064",70.0,"50,822,146","474,399",,,,"298,810,189",24.0,334,,1.0,"20,798",4.0,,,,"161,457",,0
3861,Zukunft Pink (feat. In�,Zukunft Pink (feat. In�z) - Si,Peter Fox,10/20/2022,DEA622201528,"3,822",21.8,"131,713,257","43,947","6,669,237",58.0,"33,686,131","355,898","33,909","7,289,705","94,823,161","110,208,884",17.0,"36,564",,10.0,"891,590",10.0,"4,354",15,,"638,655",,1
3865,Electric Love,Candy,B�,11/10/2014,USUM71416307,"3,874",21.7,"1,088,889,743","190,953","46,698,179",75.0,"271,796,914","3,319,576","218,454","217,514,635","1,412,148,968","2,675,248",91.0,"9,250",89,19.0,"10,937",27.0,"134,110,319","126,690",,"3,713,524",,0
3866,MR. OCTOBER,nadie sabe lo que va a pasar ma�,Bad Bunny,10/13/2023,QMFME2364185,"3,854",21.7,"95,925,842","16,712","10,256,270",,"28,849,994","317,982",,"5,399,176","27,249,793",,4.0,24,,1.0,"171,943",3.0,"3,655,705",618,,"77,503",,1
3868,K�,K�,Mabel Matiz,5/10/2024,QM6N22432504,"3,865",21.7,"13,060,347",648,"5,441,452",70.0,"10,890,264","69,044",,,,,,"1,637",,4.0,"1,583,761",,47,,,,,0
3872,lo que hay x aqu�,lo que hay x aqu�,Rels B,3/10/2023,UYB282376006,"3,868",21.7,"223,617,742","28,508","7,355,147",73.0,"57,156,070","432,032","13,798","8,059,214","51,766,245","23,908,080",4.0,40,5,3.0,"26,281",5.0,"12,520",60,,"409,658",,0
3875,NADIE SABE,nadie sabe lo que va a pasar ma�,Bad Bunny,10/13/2023,QMFME2364181,"3,880",21.7,"86,588,767","16,215","2,220,706",,"31,617,320","668,926",,"506,027","5,482,577","64,083",4.0,67,,2.0,"113,738",3.0,"1,499,283","1,738",,"173,314",,1
3881,No Sufrir� por Nadie - R,No Sufrir� por Nadie (Re,Joaquin Guiller,3/3/2023,QZ5AB2358733,"3,872",21.7,"18,550,706","2,537","558,526",50.0,"159,688,005","376,830","304,800","4,292,828","117,607,339","89,313,707",,"6,664",,,,2.0,,,,"256,826",,0
3889,Qui�reme Mientras Se P,Qui�reme Mientras Se P,Manuel Turizo,5/1/2020,QZDYA1800021,"3,857",21.7,"467,670,966","38,826","10,338,131",66.0,"347,013,964","1,956,639","601,012","26,647,285","306,310,424","9,447,544",26.0,"10,865",10,21.0,"270,874",17.0,"45,877,581","5,501",,"918,617",,0
3892,Eleg� (feat. D�me,Eleg� (feat. D�me,Rauw Alejandro,3/26/2020,USSD12000059,"3,860",21.7,"439,049,524","57,496","13,084,955",63.0,"378,728,492","2,017,344","6,706","284,201","1,774,594","11,533,560",44.0,"7,313",13,13.0,"248,530",10.0,"50,594,664","6,048",,"568,549",,0
3902,Munch (Feelin�,Munch (Feelin� U) - ,Ice Spice,8/10/2022,CA5KR2269973,"3,855",21.7,"133,459,011","35,905","9,102,015",60.0,"62,093,393","780,391","477,380","225,519,563","1,961,457,700","113,265,777",36.0,218,"1,691",6.0,"123,087",13.0,"4,719,609","11,176",,"689,568",,1
3911,Hoa C�,Hoa C�,Phong Max,4/25/2023,VNA1M2204855,"3,912",21.6,"4,168,391",962,"77,885",41.0,"76,086,431","395,306","892,577","17,271,410","439,939,868",,,,,,,,,,,"14,755",,0
3948,Love Me Like This,exp�rgo ,NMIXX,3/21/2023,US5TA2200195,"3,937",21.5,"96,439,278","9,999","5,451,670",64.0,"153,565,263","1,299,976","34,860","36,819,235","208,385,821","51,855,304",6.0,789,11,2.0,192,,"315,735",388,,"178,962",,0
3951,BODYGUARD,COWBOY CARTER,Beyonc�,3/29/2024,USSM12402709,"3,956",21.5,"56,412,921","4,391","32,285,153",,"5,216,744","84,090",,,,"281,032",31.0,"2,062",,33.0,"1,259,894",30.0,"875,660",755,,"96,344",,1
3967,�Qu� Nos Pas�?,�Qu� Nos Pas�? - Single,Anuel AA,5/26/2022,QM6MZ2220000,"3,926",21.5,"161,990,851","31,668","4,718,236",68.0,"187,450,025","1,297,403","9,929","2,748,358","28,786,547","341,414,931",5.0,576,,1.0,"31,377",,"1,465,671",515,,"412,492",,1
